Name,Team,Batting,Base Running,Fielding,Positional,Offense,Defense,League,Replacement,RAR,WAR,Dollars,NameASCII,PlayerId,MLBAMID
"Sam Antonacci","CHW",-1.1267498687189694,-0.5232904853764921,-1.1719442745670676,-0.718316457234323,-1.6500403540954616,-1.8902607318013906,0.4242352992296219,2.498138502240181,-0.6179272844270494,-0.06286156130784923,-0.5028924904627938,"Sam Antonacci",35101,803011
"Jarren Duran","BOS",-4.414688341230867,0.036137791350483894,1.241294763982296,-1.0071090385317802,-4.378550549880383,0.23418572545051575,0.4914921149611473,2.894184850156307,-0.7586878593124124,-0.07718109328334487,-0.6174487462667589,"Jarren Duran",24617,680776
"Leody Taveras","BAL",-2.790153867446361,0.18788304994814098,-0.7467065304517746,-0.0425164652406238,-2.60227081749822,-0.7892229956923984,0.3724992871284485,2.1934874653816223,-0.8255070606805477,-0.08397859102976529,-0.6718287282381223,"Leody Taveras",18900,665750
"Nathan Lukes","TOR",-4.591527351779621,-0.013570014503784478,1.4602026119828224,-0.7800371926277876,-4.605097366283405,0.6801654193550348,0.4397561028599739,2.5895338132977486,-0.8956420307706479,-0.09111340095522584,-0.7289072076418067,"Nathan Lukes",18123,664770
"Daulton Varsho","- - -",-3.7161324478594318,-0.710837246326264,0.07609685882925987,0.2390024778433144,-4.426969694185695,0.3150993366725743,0.44492970407009125,2.6199989169836044,-1.0469417364594253,-0.10650507561454006,-0.8520406049163205,"Daulton Varsho",19918,662139
"Tim Tawa","ARI",-2.793778705426858,0.03846788848750293,-0.2795435420703143,-1.1054579941555858,-2.755310816939355,-1.3850015362259,0.18307684175670147,2.8332546427845955,-1.123980868623958,-0.11434224392173753,-0.9147379513739002,"Tim Tawa",29571,694374
"Taylor Ward","- - -",-3.009876739004956,-0.30420628108458914,0.20122529892250896,-1.241744950413704,-3.3140830200895453,-1.040519651491195,0.4656241089105606,2.741859331727028,-1.1471192309431517,-0.11669610273028619,-0.9335688218422895,"Taylor Ward",17548,621493
"Jo Adell","- - -",-2.5480862626634053,-0.16156741010490805,-0.5664605741621926,-0.9799380544573069,-2.7096536727683134,-1.5463986286194995,0.43458250164985657,2.5590687096118927,-1.2624010901260636,-0.12842369243435436,-1.027389539474835,"Jo Adell",20220,666176
"Nathan Church","STL",-3.384752995718077,0.03636352648027241,-0.3865013988688588,-0.13762907241471112,-3.3483894692378047,-0.5241304712835699,0.15551688708364964,2.4067431911826134,-1.3102598622551116,-0.13329235127840922,-1.0663388102272737,"Nathan Church",31357,701675
"James Wood","WSN",-2.8996604479726216,0.33562078222166747,-0.7150528952479362,-1.0085668228566647,-2.564039665750954,-1.723619718104601,0.15945402346551418,2.467673398554325,-1.6605319618357157,-0.1689254291779087,-1.3514034334232696,"James Wood",29518,695578
"Heriberto Hernández","MIA",-3.7781501995807103,0.01976227283012122,0.17675200337544084,-0.9865255132317543,-3.758387926750589,-0.8097735098563135,0.1732340008020401,2.680929124355316,-1.7139983114495463,-0.17436454523389094,-1.3949163618711276,"Heriberto Hernandez",24878,681715
"Jordan Walker","STL",-3.267178827721296,0.14452509628608823,-0.8567285034805536,-1.1024015583097935,-3.1226537314352076,-1.959130061790347,0.19095111452043056,2.955115057528019,-1.9357176211771052,-0.19691998554673637,-1.575359884373891,"Jordan Walker",27475,691023
"Dylan Beavers","BAL",-1.7360904218567743,-0.49875374045223,-1.6636028066277504,-0.9595957882702351,-2.2348441623090043,-2.6231985948979855,0.3724992871284485,2.1934874653816223,-2.292056004696919,-0.23317018473116016,-1.8653614778492813,"Dylan Beavers",31695,687637
"Jasson Domínguez","NYY",-2.939871886590687,-0.5949508529156446,-0.39471079409122467,-0.9905658699572086,-3.534822739506332,-1.3852766640484333,0.3724992871284485,2.1934874653816223,-2.3541126510446944,-0.23948318915297856,-1.9158655132238285,"Jasson Dominguez",28080,691176
"Tristan Peters","CHW",-7.249113695846507,0.5940626906231046,1.3371595963835716,0.15997702907770872,-6.655051005223402,1.4971366254612803,0.36732568591833115,2.1630223616957664,-2.6275663321480245,-0.26730155188391475,-2.138412415071318,"Tristan Peters",30063,671976
"Bryan Reynolds","PIT",-4.315879037447774,-0.06146139046177268,-0.4325370192527771,-1.2324654310941696,-4.377340427909546,-1.6650024503469467,0.1968568190932274,3.0465103685855865,-2.798975690577679,-0.2847389756151806,-2.2779118049214446,"Bryan Reynolds",19326,668804
"Lars Nootbaar","- - -",-5.089564498790642,-0.14820867986418307,0.6281509324908257,-1.1514293421059847,-5.237773178654825,-0.523278409615159,0.17126543261110783,2.6504640206694603,-2.939322134989416,-0.29901637821912486,-2.392131025752999,"Lars Nootbaar",21454,663457
"Heliot Ramos","- - -",-4.4841179311118875,0.3818161468952894,-1.3356324131600559,-1.0084263794124126,-4.102301784216598,-2.3440587925724685,0.2484139669686556,2.8027895390987396,-3.3951570707216714,-0.3453883324618665,-2.763106659694932,"Heliot Ramos",22515,671218
"Trent Grisham","NYY",-6.177418178347554,-0.6334302136674523,-1.234248610213399,0.2732359585352242,-6.810848392015006,-0.9610126516781747,0.4501033052802086,2.6504640206694603,-4.671293717743513,-0.47520933906839236,-3.801674712547139,"Trent Grisham",18564,663757
"Brandon Marsh","PHI",-9.156578015322422,0.5143141341395676,-0.8261952772736549,-0.8750807866454124,-8.642263881182854,-1.7012760639190674,0.1811082735657692,2.8027895390987396,-7.359642132437413,-0.7486942343725917,-5.989553874980734,"Brandon Marsh",20202,669016
